step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,3,39.1,3,0,0,0,15.13,281.45,noop
1,3,47.4,3,0,0,0,18.6,63.76,noop
2,3,74.6,3,0,0,0,18.25,60.87,noop
3,3,36.9,3,0,0,0,18.63,61.14,noop
4,3,52.5,3,0,0,0,18.58,58.9,noop
5,3,44.7,3,0,0,0,18.49,59.99,noop
6,3,69.9,3,0,0,0,18.45,61.6,noop
7,3,64.0,3,0,0,0,18.63,61.02,noop
8,3,69.9,3,0,0,0,18.62,60.96,noop
9,3,70.3,3,0,0,0,18.84,59.73,noop
10,4,73.4,4,0,0,0,12.6,162.4,noop
11,4,36.7,4,0,0,0,13.63,86.77,noop
12,4,76.6,4,0,0,0,13.77,85.58,noop
13,4,76.6,4,0,0,0,13.59,87.07,noop
14,4,50.2,4,0,0,0,13.95,91.86,noop
15,4,73.2,4,0,0,0,13.86,84.8,noop
16,4,15.0,4,0,0,0,13.55,88.89,noop
17,4,70.5,4,0,0,0,13.79,85.97,noop
18,4,54.8,4,0,0,0,14.98,85.24,noop
19,4,28.4,4,0,0,0,15.29,79.73,noop
20,5,41.9,5,0,0,0,11.31,174.58,noop
21,5,71.5,5,0,0,0,11.62,120.89,noop
22,5,76.2,5,0,0,0,11.15,121.25,noop
23,5,49.3,5,0,0,0,9.42,219.02,noop
24,5,27.4,5,0,0,0,11.61,124.17,noop
25,5,34.9,5,0,0,0,12.19,100.38,noop
26,5,58.8,5,0,0,0,12.05,110.88,noop
27,5,54.6,5,0,0,0,11.68,102.18,noop
28,5,32.6,5,0,0,0,11.8,108.54,noop
29,5,63.8,5,0,0,0,11.5,117.52,noop
30,6,15.1,6,0,0,0,8.77,220.58,noop
31,6,81.6,6,0,0,0,9.57,153.62,noop
32,6,64.0,6,0,0,0,10.19,144.39,noop
33,6,40.4,6,0,0,0,10.02,156.93,noop
34,6,39.5,6,0,0,0,10.32,133.67,noop
35,6,85.5,6,0,0,0,10.34,142.49,noop
36,6,30.4,6,0,0,0,10.36,137.54,noop
37,6,41.4,6,0,0,0,10.64,113.02,noop
38,6,69.5,6,0,0,0,10.28,146.49,noop
39,6,44.3,6,0,0,0,10.41,132.15,noop
40,7,33.0,7,0,0,0,8.3,226.95,noop
41,7,88.4,7,0,0,0,9.03,169.91,noop
42,7,22.7,7,0,0,0,9.07,147.75,noop
43,7,54.3,7,0,0,0,9.63,146.83,noop
44,7,0.0,7,0,0,0,8.83,152.22,noop
45,7,77.2,7,0,0,0,9.06,161.55,noop
46,7,12.2,7,0,0,0,9.13,148.54,noop
47,7,57.4,7,0,0,0,8.37,180.72,noop
48,7,67.4,7,0,0,0,8.95,164.33,noop
49,7,42.6,7,0,0,0,8.82,172.03,noop
50,7,73.8,7,0,0,0,9.11,151.2,noop
51,7,76.2,7,0,0,0,9.34,151.97,noop
52,7,58.4,7,0,0,0,9.3,153.85,noop
53,7,8.4,7,0,0,0,9.56,160.91,noop
54,7,24.9,7,0,0,0,9.59,137.02,noop
55,7,49.6,7,0,0,0,9.39,160.09,noop
56,7,4.2,7,0,0,0,8.96,161.17,noop
57,7,27.3,7,0,0,0,9.2,160.08,noop
58,7,6.0,7,0,0,0,9.27,132.1,noop
59,7,40.0,7,0,0,0,9.1,160.8,noop
