step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,6,31.2,6,0,0,0,6.17,406.48,noop
1,6,36.1,6,0,0,0,9.39,270.84,1_OFFLOAD
2,6,30.9,5,0,0,1,11.38,140.04,noop
3,6,58.3,5,0,0,1,11.07,188.96,noop
4,6,74.5,5,0,0,1,12.02,120.75,5_LITE
5,6,81.2,4,1,0,1,12.88,116.75,noop
6,6,65.6,4,1,0,1,13.43,100.34,noop
7,6,77.7,4,1,0,1,13.6,86.87,0_LITE
8,6,69.1,3,2,0,1,14.24,125.98,noop
9,6,51.6,3,2,0,1,15.44,79.75,noop
10,6,58.7,3,2,0,1,15.68,74.99,2_LITE
11,6,52.5,2,3,0,1,14.74,127.93,noop
12,6,37.7,2,3,0,1,15.89,75.72,noop
13,6,52.8,2,3,0,1,16.32,77.49,3_LITE
14,6,70.8,1,4,0,1,14.37,136.33,noop
15,6,60.0,1,4,0,1,16.0,75.48,noop
16,6,39.2,1,4,0,1,16.04,74.41,4_LITE
17,6,18.0,0,5,0,1,13.15,147.18,noop
18,6,39.0,0,5,0,1,15.2,102.26,noop
19,6,37.8,0,5,0,1,15.61,92.41,1_SKIP
20,6,13.7,0,5,1,0,14.76,100.53,noop
21,6,40.0,0,5,1,0,13.62,120.13,noop
22,6,69.0,0,5,1,0,14.09,105.87,2_OFFLOAD
23,6,57.9,0,4,1,1,14.8,103.12,noop
24,6,31.0,0,4,1,1,15.97,81.73,noop
25,6,48.5,0,4,1,1,14.74,98.98,4_OFFLOAD
26,6,48.2,0,3,1,2,15.06,89.09,noop
27,6,30.8,0,3,1,2,14.16,88.05,noop
28,6,28.0,0,3,1,2,14.68,89.44,noop
29,6,54.6,0,3,1,2,14.27,88.67,1_LITE
30,6,52.9,0,4,0,2,15.95,75.3,noop
31,6,60.3,0,4,0,2,15.99,80.5,noop
32,6,66.5,0,4,0,2,16.29,77.14,2_SKIP
33,6,38.8,0,4,1,1,14.71,95.35,noop
34,6,40.6,0,4,1,1,15.64,79.97,noop
35,6,41.6,0,4,1,1,15.89,85.25,0_OFFLOAD
36,6,37.5,0,3,1,2,15.1,89.63,noop
37,6,23.6,0,3,1,2,15.37,80.5,noop
38,6,19.3,0,3,1,2,15.07,82.17,4_LITE
39,6,16.0,0,4,1,1,14.58,101.77,noop
40,6,61.1,0,4,1,1,15.48,103.2,noop
41,6,32.6,0,4,1,1,15.75,77.35,2_OFFLOAD
42,6,57.6,0,4,0,2,16.19,76.89,noop
43,6,63.7,0,4,0,2,16.26,73.83,noop
44,6,46.1,0,4,0,2,16.04,77.21,4_SKIP
45,6,37.0,0,3,1,2,15.64,78.71,noop
46,6,50.2,0,3,1,2,15.23,81.41,noop
47,6,25.4,0,3,1,2,15.17,81.15,noop
48,6,32.9,0,3,1,2,15.16,79.22,0_LITE
49,6,21.7,0,4,1,1,15.3,87.87,noop
50,6,44.9,0,4,1,1,15.78,74.73,noop
51,6,29.4,0,4,1,1,14.88,84.04,1_OFFLOAD
52,6,40.2,0,3,1,2,15.02,93.29,noop
53,6,35.8,0,3,1,2,15.91,80.38,noop
54,6,11.1,0,3,1,2,16.1,78.65,4_LITE
55,6,54.4,0,4,0,2,16.96,71.26,noop
56,6,32.5,0,4,0,2,16.93,70.61,noop
57,6,60.6,0,4,0,2,17.06,69.72,2_SKIP
58,6,14.5,0,4,1,1,16.04,78.39,noop
59,6,46.8,0,4,1,1,16.1,87.98,noop
60,6,44.6,0,4,1,1,16.14,82.4,3_OFFLOAD
61,6,31.0,0,3,1,2,15.16,84.57,noop
62,6,25.6,0,3,1,2,15.47,79.23,noop
63,6,19.6,0,3,1,2,14.77,87.83,1_LITE
64,6,46.8,0,4,1,1,15.34,91.39,noop
65,6,58.0,0,4,1,1,16.16,84.92,noop
66,6,48.2,0,4,1,1,15.52,79.05,2_OFFLOAD
67,6,73.7,0,4,0,2,15.92,81.56,noop
68,6,22.7,0,4,0,2,16.98,72.93,noop
69,6,33.2,0,4,0,2,16.77,77.62,1_SKIP
70,6,30.2,0,3,1,2,15.54,79.89,noop
71,6,47.6,0,3,1,2,16.28,76.66,noop
72,6,47.7,0,3,1,2,15.46,83.8,noop
73,6,55.0,0,3,1,2,15.55,77.98,noop
74,6,22.7,0,3,1,2,15.29,83.73,3_LITE
75,6,50.2,0,4,1,1,15.16,86.01,noop
76,6,13.4,0,4,1,1,15.37,84.55,noop
77,6,34.1,0,4,1,1,14.61,94.17,0_OFFLOAD
78,6,24.8,0,3,1,2,15.42,84.78,noop
79,6,53.4,0,3,1,2,14.7,84.61,noop
80,6,33.6,0,3,1,2,14.63,85.12,noop
81,6,22.3,0,3,1,2,15.1,85.24,2_LITE
82,6,18.2,0,4,1,1,15.73,86.56,noop
83,6,55.6,0,4,1,1,15.27,85.06,noop
84,6,32.5,0,4,1,1,15.53,80.27,5_OFFLOAD
85,6,29.0,0,3,1,2,15.22,89.48,noop
86,6,23.8,0,3,1,2,15.36,86.61,noop
87,6,28.3,0,3,1,2,15.09,95.13,noop
88,6,55.2,0,3,1,2,14.7,99.05,0_LITE
89,6,33.6,0,4,1,1,14.57,94.71,noop
