step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,3,49.3,3,0,0,0,15.92,252.35,noop
1,3,51.8,3,0,0,0,18.22,66.51,noop
2,3,23.6,3,0,0,0,18.67,60.65,noop
3,3,72.2,3,0,0,0,18.9,60.96,noop
4,3,62.4,3,0,0,0,19.27,58.17,noop
5,3,69.8,3,0,0,0,18.65,60.18,noop
6,3,63.6,3,0,0,0,19.3,58.67,noop
7,3,77.3,3,0,0,0,19.54,55.39,noop
8,3,58.6,3,0,0,0,19.52,55.53,noop
9,3,52.1,3,0,0,0,19.05,57.97,noop
10,6,30.5,6,0,0,0,7.8,289.04,noop
11,6,47.4,6,0,0,0,9.85,262.68,noop
12,6,83.9,6,0,0,0,9.62,159.04,noop
13,6,90.0,6,0,0,0,9.7,153.98,noop
14,6,95.8,6,0,0,0,10.55,158.26,noop
15,6,21.2,6,0,0,0,10.35,151.79,noop
16,6,42.1,6,0,0,0,10.94,138.48,noop
17,6,34.0,6,0,0,0,10.76,127.0,noop
18,6,70.9,6,0,0,0,11.24,117.72,noop
19,6,66.5,6,0,0,0,11.48,142.02,noop
20,6,68.2,6,0,0,0,10.73,135.26,noop
21,6,45.4,6,0,0,0,10.83,123.47,noop
22,6,71.3,6,0,0,0,10.78,150.06,noop
23,6,19.0,6,0,0,0,10.88,121.73,noop
24,6,45.5,6,0,0,0,11.3,107.07,noop
25,6,3.6,6,0,0,0,11.31,128.86,noop
26,6,60.6,6,0,0,0,11.19,141.36,noop
27,6,64.4,6,0,0,0,11.13,129.69,noop
28,6,40.6,6,0,0,0,11.1,131.0,noop
29,6,74.8,6,0,0,0,10.83,137.19,noop
30,3,56.8,3,0,0,0,18.48,80.01,noop
31,3,89.5,3,0,0,0,18.58,59.5,noop
32,3,38.8,3,0,0,0,18.5,59.72,noop
33,3,79.0,3,0,0,0,18.2,61.55,noop
34,3,78.8,3,0,0,0,18.67,60.47,noop
35,3,51.6,3,0,0,0,18.82,59.18,noop
36,3,40.8,3,0,0,0,18.62,60.61,noop
37,3,39.5,3,0,0,0,18.66,60.61,noop
38,3,50.4,3,0,0,0,18.78,59.64,noop
39,3,77.2,3,0,0,0,18.76,59.69,noop
40,3,44.4,3,0,0,0,18.91,58.89,noop
41,3,38.0,3,0,0,0,18.56,60.55,noop
42,3,49.5,3,0,0,0,18.69,58.94,noop
43,3,49.2,3,0,0,0,18.7,60.18,noop
44,3,75.5,3,0,0,0,18.6,59.24,noop
45,3,56.0,3,0,0,0,18.29,61.09,noop
46,3,55.8,3,0,0,0,18.88,59.49,noop
47,3,67.4,3,0,0,0,18.72,59.41,noop
48,3,44.5,3,0,0,0,18.94,59.6,noop
49,3,53.9,3,0,0,0,18.67,59.89,noop
50,6,50.7,6,0,0,0,11.99,157.55,noop
51,6,35.2,6,0,0,0,11.43,119.55,noop
52,6,74.9,6,0,0,0,11.23,116.83,noop
53,6,52.8,6,0,0,0,11.21,125.72,noop
54,6,75.4,6,0,0,0,10.12,140.11,noop
55,6,69.2,6,0,0,0,10.97,139.9,noop
56,6,79.1,6,0,0,0,11.14,137.81,noop
57,6,54.5,6,0,0,0,11.22,141.62,noop
58,6,58.6,6,0,0,0,11.58,104.66,noop
59,6,47.9,6,0,0,0,11.29,106.61,noop
60,6,54.8,6,0,0,0,11.39,122.61,noop
61,6,56.9,6,0,0,0,10.86,107.89,noop
62,6,50.4,6,0,0,0,11.21,110.68,noop
63,6,58.7,6,0,0,0,11.33,119.5,noop
64,6,56.4,6,0,0,0,11.45,102.46,noop
65,6,50.6,6,0,0,0,11.0,143.48,noop
66,6,48.0,6,0,0,0,10.95,131.91,noop
67,6,42.7,6,0,0,0,10.87,113.16,noop
68,6,57.3,6,0,0,0,10.99,133.76,noop
69,6,68.4,6,0,0,0,10.39,132.42,noop
70,3,51.3,3,0,0,0,15.06,111.1,noop
71,3,49.4,3,0,0,0,18.45,66.3,noop
72,3,74.0,3,0,0,0,18.58,60.38,noop
73,3,68.3,3,0,0,0,18.66,60.26,noop
74,3,45.6,3,0,0,0,18.6,60.05,noop
75,3,40.8,3,0,0,0,18.5,61.23,noop
76,3,27.8,3,0,0,0,18.39,61.01,noop
77,3,68.9,3,0,0,0,18.08,63.02,noop
78,3,67.0,3,0,0,0,18.55,59.91,noop
79,3,26.2,3,0,0,0,18.4,59.95,noop
80,3,78.0,3,0,0,0,18.57,59.81,noop
81,3,60.8,3,0,0,0,18.6,59.69,noop
82,3,78.9,3,0,0,0,19.16,58.97,noop
83,3,53.2,3,0,0,0,18.71,59.15,noop
84,3,58.8,3,0,0,0,18.5,59.64,noop
85,3,74.5,3,0,0,0,18.88,59.61,noop
86,3,78.0,3,0,0,0,18.55,59.79,noop
87,3,65.0,3,0,0,0,18.81,60.72,noop
88,3,49.8,3,0,0,0,18.8,59.41,noop
89,7,24.1,7,0,0,0,8.88,236.59,noop
90,7,35.0,7,0,0,0,8.52,178.37,noop
91,7,46.2,7,0,0,0,9.12,176.78,noop
92,7,4.0,7,0,0,0,9.04,147.86,noop
93,7,0.0,7,0,0,0,9.28,130.91,noop
94,7,40.2,7,0,0,0,8.76,172.82,noop
95,7,33.4,7,0,0,0,8.84,162.19,noop
96,7,86.6,7,0,0,0,9.16,151.39,noop
97,7,25.3,7,0,0,0,8.59,147.96,noop
98,7,33.4,7,0,0,0,9.01,159.96,noop
99,7,99.4,7,0,0,0,9.13,135.27,noop
100,7,57.5,7,0,0,0,9.36,162.12,noop
101,7,49.4,7,0,0,0,8.93,157.6,noop
102,7,35.8,7,0,0,0,9.06,158.97,noop
103,7,99.4,7,0,0,0,9.1,145.82,noop
104,7,77.5,7,0,0,0,8.8,151.4,noop
105,7,7.6,7,0,0,0,9.19,148.23,noop
106,7,64.1,7,0,0,0,8.92,162.65,noop
107,7,14.5,7,0,0,0,9.62,155.88,noop
108,7,27.8,7,0,0,0,9.94,154.66,noop
109,3,47.0,3,0,0,0,16.71,115.18,noop
110,3,69.4,3,0,0,0,18.54,60.51,noop
111,3,69.4,3,0,0,0,18.89,58.31,noop
112,3,45.0,3,0,0,0,19.48,56.37,noop
113,3,75.6,3,0,0,0,18.51,60.08,noop
114,3,40.4,3,0,0,0,18.92,58.85,noop
115,3,59.9,3,0,0,0,18.38,61.33,noop
116,3,45.9,3,0,0,0,18.47,59.8,noop
117,3,51.3,3,0,0,0,18.49,61.64,noop
118,3,52.4,3,0,0,0,18.54,61.71,noop
