step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,3,40.5,3,0,0,0,15.47,272.19,noop
1,3,64.4,3,0,0,0,17.82,72.64,2_OFFLOAD
2,3,48.5,2,0,0,1,16.08,111.84,2_FULL
3,3,46.8,3,0,0,0,18.02,70.21,2_OFFLOAD
4,3,73.7,2,0,0,1,20.31,73.61,2_FULL
5,3,38.4,3,0,0,0,17.24,71.7,2_OFFLOAD
6,3,51.9,2,0,0,1,19.88,74.12,2_FULL
7,3,46.9,3,0,0,0,16.41,71.13,2_OFFLOAD
8,3,74.5,2,0,0,1,18.17,87.9,2_FULL
9,3,62.7,3,0,0,0,16.77,70.99,2_OFFLOAD
10,4,71.6,3,0,0,1,15.18,90.54,2_FULL
11,4,53.9,4,0,0,0,13.55,138.5,2_OFFLOAD
12,4,76.9,3,0,0,1,16.62,77.17,2_FULL
13,4,29.4,4,0,0,0,15.72,75.05,noop
14,4,63.6,4,0,0,0,15.28,79.47,noop
15,4,55.8,4,0,0,0,15.69,74.99,noop
16,4,53.4,4,0,0,0,16.62,67.77,noop
17,4,57.0,4,0,0,0,16.22,69.73,noop
18,4,39.8,4,0,0,0,16.2,72.39,noop
19,4,64.2,4,0,0,0,15.42,78.45,noop
20,5,66.5,5,0,0,0,10.92,179.17,noop
21,5,96.5,5,0,0,0,13.1,101.97,noop
22,5,14.0,5,0,0,0,13.17,113.39,noop
23,5,57.8,5,0,0,0,14.09,82.68,noop
24,5,71.5,5,0,0,0,13.32,96.93,noop
25,5,77.8,5,0,0,0,13.32,97.21,noop
26,5,67.0,5,0,0,0,13.71,88.91,noop
27,5,22.8,5,0,0,0,13.8,110.45,noop
28,5,50.4,5,0,0,0,13.9,84.3,noop
29,5,72.8,5,0,0,0,13.81,104.63,noop
30,6,44.0,6,0,0,0,9.28,215.88,2_OFFLOAD
31,6,85.8,5,0,0,1,12.89,123.4,noop
32,6,38.2,5,0,0,1,13.75,85.67,noop
33,6,95.4,5,0,0,1,13.37,100.85,noop
34,6,68.4,5,0,0,1,12.84,111.89,noop
35,6,84.9,5,0,0,1,12.85,103.79,noop
36,6,45.7,5,0,0,1,13.22,110.08,noop
37,6,47.0,5,0,0,1,13.24,91.96,noop
38,6,56.7,5,0,0,1,13.47,87.43,noop
39,6,52.8,5,0,0,1,13.44,89.4,noop
40,7,52.2,6,0,0,1,11.21,122.89,noop
41,7,56.1,6,0,0,1,10.58,133.66,6_LITE
42,7,81.8,5,1,0,1,10.92,157.66,noop
43,7,33.5,5,1,0,1,11.03,126.81,noop
44,7,57.6,5,1,0,1,11.04,142.08,noop
45,7,34.2,5,1,0,1,11.67,128.45,noop
46,7,51.7,5,1,0,1,11.33,123.69,noop
47,7,43.4,5,1,0,1,10.75,153.36,noop
48,7,68.0,5,1,0,1,10.82,153.57,noop
49,7,63.4,5,1,0,1,10.97,129.46,noop
50,7,62.7,5,1,0,1,11.18,143.14,noop
51,7,59.6,5,1,0,1,11.57,122.71,noop
52,7,49.4,5,1,0,1,10.9,121.05,noop
53,7,46.3,5,1,0,1,11.38,118.68,noop
54,7,79.1,5,1,0,1,11.35,137.93,noop
55,7,43.6,5,1,0,1,11.28,133.0,noop
56,7,55.8,5,1,0,1,11.78,106.55,2_FULL
57,7,71.0,6,1,0,0,9.33,174.94,2_OFFLOAD
58,7,48.4,5,1,0,1,10.17,164.61,noop
