step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,4,40.1,4,0,0,0,12.91,281.19,noop
1,4,56.7,4,0,0,0,15.02,90.58,noop
2,4,33.1,4,0,0,0,16.0,70.38,noop
3,4,40.2,4,0,0,0,15.95,75.65,noop
4,4,31.7,4,0,0,0,16.37,70.98,noop
5,4,56.1,4,0,0,0,15.88,72.13,noop
6,4,49.2,4,0,0,0,15.44,72.76,noop
7,4,52.2,4,0,0,0,15.91,73.57,noop
8,4,42.7,4,0,0,0,15.77,76.09,noop
9,4,58.2,4,0,0,0,16.28,70.18,noop
10,4,54.9,4,0,0,0,17.11,66.56,noop
11,4,52.8,4,0,0,0,15.95,69.94,noop
12,4,46.1,4,0,0,0,16.04,69.2,noop
13,4,57.6,4,0,0,0,15.69,75.62,noop
14,4,43.0,4,0,0,0,15.92,132.36,noop
15,7,62.4,7,0,0,0,7.82,338.59,0_LITE
16,7,88.1,6,1,0,0,8.37,224.1,1_LITE
17,7,14.3,5,2,0,0,7.89,232.24,2_LITE
18,7,31.7,4,3,0,0,10.33,190.05,3_LITE
19,7,28.6,3,4,0,0,11.68,157.21,5_LITE
20,7,44.0,2,5,0,0,12.33,189.06,6_LITE
21,7,63.2,1,6,0,0,11.58,199.42,4_LITE
22,7,54.8,0,7,0,0,10.87,185.24,noop
23,7,58.4,0,7,0,0,12.76,118.97,noop
24,7,55.8,0,7,0,0,12.3,130.79,noop
25,7,50.5,0,7,0,0,12.45,127.69,noop
26,7,71.8,0,7,0,0,12.21,127.83,noop
27,7,42.3,0,7,0,0,12.94,112.81,noop
28,7,63.6,0,7,0,0,12.0,126.16,noop
29,7,8.1,0,7,0,0,13.0,92.24,noop
30,7,59.4,0,7,0,0,12.53,122.84,noop
31,7,64.0,0,7,0,0,12.19,118.97,noop
32,7,13.7,0,7,0,0,12.87,110.47,noop
33,7,41.7,0,7,0,0,11.65,133.11,noop
34,7,48.0,0,7,0,0,12.7,115.52,noop
35,4,61.2,0,4,0,0,18.14,84.75,noop
36,4,33.8,0,4,0,0,19.46,56.22,noop
37,4,50.8,0,4,0,0,19.87,55.65,noop
38,4,73.8,0,4,0,0,19.47,56.89,noop
39,4,46.6,0,4,0,0,19.67,55.97,noop
40,4,72.8,0,4,0,0,19.51,56.95,noop
41,4,61.2,0,4,0,0,19.65,56.58,noop
42,4,66.4,0,4,0,0,20.23,55.33,noop
43,4,41.2,0,4,0,0,19.98,55.04,noop
44,4,71.4,0,4,0,0,19.42,59.29,noop
45,4,51.1,0,4,0,0,19.67,55.95,noop
46,4,55.2,0,4,0,0,19.56,56.65,noop
47,4,31.3,0,4,0,0,19.29,58.31,noop
48,4,72.6,0,4,0,0,18.4,74.14,noop
49,4,44.8,0,4,0,0,19.43,55.69,noop
50,4,53.9,0,4,0,0,19.75,56.71,noop
51,4,48.2,0,4,0,0,19.8,55.72,noop
52,4,38.2,0,4,0,0,19.88,54.67,noop
53,4,42.8,0,4,0,0,19.68,56.89,noop
54,4,78.8,0,4,0,0,19.44,57.05,noop
55,4,49.0,0,4,0,0,19.43,57.22,noop
56,4,62.5,0,4,0,0,19.6,56.38,noop
57,4,54.0,0,4,0,0,19.87,54.98,noop
58,4,55.7,0,4,0,0,19.67,57.11,noop
59,4,52.1,0,4,0,0,19.85,55.48,noop
