step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,3,47.3,3,0,0,0,16.01,266.67,noop
1,3,79.8,3,0,0,0,18.01,76.78,noop
2,3,69.2,3,0,0,0,18.13,68.85,noop
3,3,64.5,3,0,0,0,18.51,60.64,noop
4,3,85.2,3,0,0,0,19.0,58.87,noop
5,3,55.6,3,0,0,0,18.86,58.99,noop
6,3,62.4,3,0,0,0,18.73,59.24,noop
7,3,21.0,3,0,0,0,18.62,61.83,noop
8,3,31.6,3,0,0,0,18.58,98.79,noop
9,3,51.0,3,0,0,0,18.63,60.3,noop
10,4,52.8,4,0,0,0,13.64,160.64,noop
11,4,45.8,4,0,0,0,15.58,73.58,noop
12,4,49.8,4,0,0,0,15.88,71.74,noop
13,4,67.3,4,0,0,0,15.39,73.79,noop
14,4,55.6,4,0,0,0,15.88,72.07,noop
15,4,42.9,4,0,0,0,15.88,72.52,noop
16,4,69.0,4,0,0,0,16.41,70.94,noop
17,4,52.9,4,0,0,0,16.85,70.39,noop
18,4,50.1,4,0,0,0,16.15,70.11,noop
19,4,61.3,4,0,0,0,16.3,70.95,noop
20,5,45.7,5,0,0,0,10.57,193.04,2_LITE
21,5,60.1,4,1,0,0,11.22,142.42,2_OFFLOAD
22,5,52.2,4,0,0,1,13.32,99.45,2_SKIP
23,5,18.8,4,0,1,0,13.78,102.94,noop
24,5,4.9,4,0,1,0,13.64,87.9,noop
25,5,62.5,4,0,1,0,13.19,112.31,noop
26,5,42.0,4,0,1,0,14.39,94.19,noop
27,5,27.6,4,0,1,0,14.48,111.91,2_OFFLOAD
28,5,25.0,4,0,0,1,14.58,92.36,2_SKIP
29,5,76.0,4,0,1,0,15.06,86.15,noop
30,6,27.0,5,0,1,0,11.49,137.52,noop
31,6,60.6,5,0,1,0,12.47,108.16,noop
32,6,48.2,5,0,1,0,12.76,101.32,noop
33,6,45.7,5,0,1,0,12.75,107.84,2_OFFLOAD
34,6,56.5,5,0,0,1,12.52,97.42,2_SKIP
35,6,41.4,5,0,1,0,12.93,101.63,noop
36,6,40.6,5,0,1,0,12.42,112.08,noop
37,6,63.9,5,0,1,0,12.19,100.96,noop
38,6,73.5,5,0,1,0,12.43,95.91,noop
39,6,59.8,5,0,1,0,12.13,132.67,noop
40,7,65.1,6,0,1,0,8.21,258.64,4_LITE
41,7,31.1,5,1,1,0,10.81,136.75,0_LITE
42,7,64.4,4,2,1,0,11.22,154.47,0_OFFLOAD
43,7,56.6,4,1,1,1,11.45,121.4,0_SKIP
44,7,70.4,4,1,2,0,7.63,231.38,5_LITE
45,7,62.4,3,2,2,0,7.63,219.47,3_LITE
46,7,67.1,2,3,2,0,7.86,301.66,4_OFFLOAD
47,7,27.1,2,2,2,1,9.09,168.42,5_OFFLOAD
48,7,67.8,2,1,2,2,9.64,145.57,6_LITE
49,7,44.0,1,2,2,2,9.13,161.06,1_LITE
50,7,30.4,0,3,2,2,11.48,130.46,noop
51,7,30.8,0,3,2,2,12.05,132.06,noop
52,7,16.6,0,3,2,2,11.99,129.51,noop
53,7,30.5,0,3,2,2,12.25,116.9,noop
54,7,7.8,0,3,2,2,11.46,129.25,noop
55,7,21.1,0,3,2,2,11.66,113.52,noop
56,7,23.3,0,3,2,2,11.56,137.7,noop
57,7,27.6,0,3,2,2,12.23,119.78,noop
58,7,18.1,0,3,2,2,12.24,121.28,noop
59,7,32.5,0,3,2,2,12.2,114.34,noop
