step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,4,48.8,4,0,0,0,12.37,291.62,noop
1,4,69.2,4,0,0,0,14.12,87.42,noop
2,4,29.1,4,0,0,0,14.52,81.83,noop
3,4,45.0,4,0,0,0,15.86,75.81,noop
4,4,24.2,4,0,0,0,13.67,142.09,noop
5,4,38.2,4,0,0,0,16.28,70.51,noop
6,4,68.2,4,0,0,0,16.39,68.44,noop
7,4,45.2,4,0,0,0,15.93,72.0,noop
8,4,33.0,4,0,0,0,15.84,72.06,noop
9,4,78.9,4,0,0,0,16.18,72.07,noop
10,4,71.3,4,0,0,0,16.14,69.65,noop
11,4,48.8,4,0,0,0,15.89,76.02,noop
12,4,8.8,4,0,0,0,12.84,154.67,noop
13,4,63.7,4,0,0,0,15.93,74.94,noop
14,4,76.0,4,0,0,0,15.65,73.37,noop
15,7,68.2,7,0,0,0,7.1,263.31,noop
16,7,44.5,7,0,0,0,7.65,235.74,noop
17,7,93.0,7,0,0,0,9.46,179.53,noop
18,7,74.4,7,0,0,0,8.51,180.53,noop
19,7,58.2,7,0,0,0,9.18,156.07,noop
20,7,0.4,7,0,0,0,9.26,147.35,noop
21,7,27.8,7,0,0,0,9.06,164.02,noop
22,7,40.7,7,0,0,0,9.08,154.68,noop
23,7,62.0,7,0,0,0,8.99,152.48,noop
24,7,38.8,7,0,0,0,9.23,152.54,noop
25,7,13.0,7,0,0,0,8.97,162.63,noop
26,7,10.7,7,0,0,0,9.2,145.78,noop
27,7,83.5,7,0,0,0,9.31,159.45,noop
28,7,99.5,7,0,0,0,8.94,174.66,noop
29,7,56.8,7,0,0,0,8.71,192.62,noop
30,7,79.4,7,0,0,0,9.33,165.25,noop
31,7,12.8,7,0,0,0,9.32,151.52,noop
32,7,7.0,7,0,0,0,9.29,155.66,noop
33,7,24.2,7,0,0,0,9.34,164.95,noop
34,7,96.4,7,0,0,0,9.1,160.58,noop
35,4,52.0,4,0,0,0,14.6,117.06,noop
36,4,28.4,4,0,0,0,16.1,73.44,noop
37,4,51.6,4,0,0,0,16.78,74.11,noop
38,4,49.6,4,0,0,0,16.36,75.44,noop
39,4,52.6,4,0,0,0,16.68,69.2,noop
40,4,38.1,4,0,0,0,15.94,69.52,noop
41,4,69.2,4,0,0,0,16.16,69.29,noop
42,4,45.0,4,0,0,0,16.07,70.94,noop
43,4,44.0,4,0,0,0,16.37,70.49,noop
44,4,61.2,4,0,0,0,16.0,74.26,noop
45,4,58.8,4,0,0,0,15.71,73.54,noop
46,4,46.7,4,0,0,0,16.27,70.93,noop
47,4,56.6,4,0,0,0,15.73,70.69,noop
48,4,81.2,4,0,0,0,15.9,72.46,noop
49,4,50.3,4,0,0,0,15.76,72.77,noop
50,4,42.8,4,0,0,0,15.42,74.3,noop
51,4,91.1,4,0,0,0,16.4,68.16,noop
52,4,61.5,4,0,0,0,15.5,74.02,noop
53,4,60.8,4,0,0,0,15.9,74.06,noop
54,4,58.8,4,0,0,0,15.58,78.22,noop
55,4,72.0,4,0,0,0,15.58,72.27,noop
56,4,24.0,4,0,0,0,16.45,68.23,noop
57,4,36.0,4,0,0,0,15.95,70.49,noop
58,4,71.4,4,0,0,0,16.24,71.27,noop
59,4,61.3,4,0,0,0,16.12,70.86,noop
