step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,4,46.9,4,0,0,0,12.34,293.02,noop
1,4,69.6,4,0,0,0,14.16,88.86,3_OFFLOAD
2,4,52.0,3,0,0,1,12.95,126.34,2_SKIP
3,4,20.6,2,0,1,1,13.4,130.81,0_OFFLOAD
4,4,62.4,1,0,1,2,15.08,96.07,3_FULL
5,4,64.2,2,0,1,1,16.95,78.39,noop
6,4,39.9,2,0,1,1,17.06,68.95,3_OFFLOAD
7,4,35.2,1,0,1,2,15.71,85.96,3_FULL
8,4,25.6,2,0,1,1,16.31,84.65,3_OFFLOAD
9,4,57.4,1,0,1,2,16.03,89.1,3_FULL
10,4,72.5,2,0,1,1,16.27,82.82,3_OFFLOAD
11,4,46.4,1,0,1,2,15.81,88.08,noop
12,4,81.0,1,0,1,2,16.18,82.53,noop
13,4,47.0,1,0,1,2,17.02,73.94,noop
14,4,65.2,1,0,1,2,16.62,75.76,noop
15,7,61.9,4,0,1,2,12.15,145.22,noop
16,7,45.1,4,0,1,2,12.1,123.43,6_LITE
17,7,34.4,3,1,1,2,11.4,147.87,4_SKIP
18,7,58.1,2,1,2,2,10.25,148.24,noop
19,7,38.2,2,1,2,2,10.08,146.49,noop
20,7,31.4,2,1,2,2,10.17,140.77,noop
21,7,31.1,2,1,2,2,10.01,137.78,noop
22,7,48.7,2,1,2,2,10.19,135.97,noop
23,7,36.6,2,1,2,2,10.04,136.93,noop
24,7,40.5,2,1,2,2,10.7,121.56,noop
25,7,56.6,2,1,2,2,10.42,150.67,noop
26,7,63.7,2,1,2,2,10.19,175.85,noop
27,7,69.4,2,1,2,2,9.98,150.18,noop
28,7,36.6,2,1,2,2,10.16,158.83,noop
29,7,61.0,2,1,2,2,9.23,155.11,noop
30,7,27.9,2,1,2,2,10.26,133.97,noop
31,7,53.6,2,1,2,2,9.84,143.3,noop
32,7,33.8,2,1,2,2,9.98,151.8,noop
33,7,45.0,2,1,2,2,9.61,146.46,noop
34,4,43.8,1,0,1,2,16.36,89.42,noop
35,4,71.4,1,0,1,2,17.48,72.32,noop
36,4,40.5,1,0,1,2,15.48,104.19,noop
37,4,24.8,1,0,1,2,16.29,78.05,noop
38,4,30.6,1,0,1,2,16.99,75.02,noop
39,4,66.8,1,0,1,2,16.33,77.77,noop
40,4,69.5,1,0,1,2,17.06,71.6,noop
41,4,78.9,1,0,1,2,17.16,75.01,noop
42,4,65.0,1,0,1,2,16.76,77.2,noop
43,4,50.8,1,0,1,2,16.81,75.87,noop
44,4,56.7,1,0,1,2,16.84,77.01,noop
45,4,66.6,1,0,1,2,16.79,78.86,noop
46,4,40.3,1,0,1,2,17.2,72.53,noop
47,4,60.0,1,0,1,2,16.78,74.57,noop
48,4,47.7,1,0,1,2,16.59,77.42,noop
49,4,51.6,1,0,1,2,17.06,75.62,noop
50,4,78.3,1,0,1,2,16.87,72.68,noop
51,4,48.3,1,0,1,2,16.69,74.41,noop
52,4,55.8,1,0,1,2,16.01,79.74,noop
53,4,71.3,1,0,1,2,16.04,81.56,noop
54,4,67.2,1,0,1,2,16.68,76.37,noop
55,4,65.9,1,0,1,2,16.73,76.68,noop
56,4,63.2,1,0,1,2,16.81,77.33,noop
57,4,67.3,1,0,1,2,16.44,78.46,noop
58,4,77.9,1,0,1,2,17.27,75.63,noop
