step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,4,42.7,4,0,0,0,12.3,291.61,noop
1,4,37.6,4,0,0,0,11.19,169.59,2_OFFLOAD
2,4,41.4,3,0,0,1,16.64,82.1,0_OFFLOAD
3,4,66.5,2,0,0,2,15.03,94.41,noop
4,4,77.4,2,0,0,2,16.78,76.81,noop
5,4,49.9,2,0,0,2,16.86,76.76,noop
6,4,71.9,2,0,0,2,16.75,75.27,noop
7,4,39.7,2,0,0,2,16.52,75.75,noop
8,4,63.6,2,0,0,2,16.71,75.78,3_SKIP
9,4,35.0,1,0,1,2,14.94,85.09,noop
10,4,72.6,1,0,1,2,14.68,89.85,noop
11,4,58.4,1,0,1,2,15.05,87.71,noop
12,4,57.1,1,0,1,2,14.76,88.31,noop
13,4,52.0,1,0,1,2,14.82,88.12,noop
14,4,49.6,1,0,1,2,14.79,88.96,noop
15,7,20.9,4,0,1,2,11.15,144.9,noop
16,7,76.0,4,0,1,2,11.53,131.73,noop
17,7,1.6,4,0,1,2,11.59,114.9,noop
18,7,85.4,4,0,1,2,12.16,109.0,noop
19,7,67.8,4,0,1,2,12.11,95.78,noop
20,7,68.5,4,0,1,2,12.45,113.58,noop
21,7,61.4,4,0,1,2,13.11,90.77,noop
22,7,54.2,4,0,1,2,12.43,114.0,noop
23,7,48.6,4,0,1,2,13.63,95.14,noop
24,7,50.6,4,0,1,2,13.57,88.35,noop
25,7,29.6,4,0,1,2,12.24,120.54,noop
26,7,51.9,4,0,1,2,13.27,95.39,noop
27,7,69.6,4,0,1,2,12.95,94.26,noop
28,7,12.9,4,0,1,2,12.79,102.86,noop
29,7,48.8,4,0,1,2,13.15,91.31,noop
30,7,76.1,4,0,1,2,13.31,96.63,noop
31,7,16.5,4,0,1,2,12.32,102.93,noop
32,7,41.8,4,0,1,2,12.54,101.43,noop
33,7,32.2,4,0,1,2,12.95,98.93,noop
34,7,48.9,4,0,1,2,13.46,94.55,noop
35,4,49.7,1,0,1,2,14.87,91.39,noop
36,4,79.0,1,0,1,2,14.76,87.04,noop
37,4,41.9,1,0,1,2,14.74,88.53,noop
38,4,57.6,1,0,1,2,14.41,88.66,noop
39,4,72.3,1,0,1,2,15.26,87.8,noop
40,4,63.9,1,0,1,2,15.18,84.82,noop
41,4,62.4,1,0,1,2,15.46,84.04,noop
42,4,59.2,1,0,1,2,15.32,82.5,noop
43,4,64.0,1,0,1,2,15.29,87.34,noop
44,4,56.3,1,0,1,2,15.32,81.64,noop
45,4,62.5,1,0,1,2,16.0,79.47,noop
46,4,67.8,1,0,1,2,16.05,78.32,noop
47,4,62.8,1,0,1,2,15.56,79.83,noop
48,4,65.0,1,0,1,2,16.04,79.99,noop
49,4,46.7,1,0,1,2,15.59,80.11,noop
50,4,63.4,1,0,1,2,15.71,79.0,noop
51,4,59.2,1,0,1,2,15.64,79.98,noop
52,4,63.8,1,0,1,2,15.07,81.47,noop
53,4,41.9,1,0,1,2,15.73,80.69,noop
54,4,55.5,1,0,1,2,15.25,82.44,noop
55,4,39.1,1,0,1,2,15.45,83.95,noop
56,4,57.8,1,0,1,2,15.75,81.74,noop
57,4,49.8,1,0,1,2,15.14,83.8,noop
58,4,67.4,1,0,1,2,14.86,84.31,noop
