step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,6,37.0,6,0,0,0,9.15,344.62,noop
1,6,99.3,6,0,0,0,9.65,234.46,1_LITE
2,6,59.0,5,1,0,0,8.59,237.55,4_OFFLOAD
3,6,47.4,4,1,0,1,11.59,122.34,5_LITE
4,6,51.6,3,2,0,1,12.04,161.61,5_FULL
5,6,53.6,4,1,0,1,13.17,107.55,5_LITE
6,6,59.3,3,2,0,1,14.68,88.9,5_FULL
7,6,52.2,4,1,0,1,12.84,94.73,5_LITE
8,6,77.9,3,2,0,1,14.71,92.63,5_FULL
9,6,20.8,4,1,0,1,13.31,96.21,0_OFFLOAD
10,6,44.5,3,1,0,2,13.99,89.72,5_LITE
11,6,58.3,2,2,0,2,15.55,79.92,5_FULL
12,6,64.6,3,1,0,2,14.11,89.65,noop
13,6,56.2,3,1,0,2,14.45,86.51,noop
14,6,41.0,3,1,0,2,14.51,85.24,noop
15,6,49.7,3,1,0,2,13.78,89.11,noop
16,6,55.1,3,1,0,2,14.22,84.95,noop
17,6,39.9,3,1,0,2,14.28,83.34,noop
18,6,64.2,3,1,0,2,14.23,83.11,noop
19,6,50.0,3,1,0,2,14.51,81.37,noop
20,6,33.9,3,1,0,2,14.25,85.52,noop
21,6,49.4,3,1,0,2,14.65,82.43,noop
22,6,47.2,3,1,0,2,14.21,83.69,noop
23,6,45.1,3,1,0,2,14.06,86.57,noop
24,6,60.9,3,1,0,2,14.81,84.68,noop
25,6,61.9,3,1,0,2,14.14,87.51,noop
26,6,35.8,3,1,0,2,14.17,84.09,noop
27,6,47.2,3,1,0,2,14.37,86.87,noop
28,6,64.2,3,1,0,2,13.91,89.98,noop
29,6,33.1,3,1,0,2,14.08,85.53,noop
30,6,39.8,3,1,0,2,13.62,99.97,noop
31,6,54.0,3,1,0,2,14.13,84.38,noop
32,6,49.2,3,1,0,2,13.93,88.08,noop
33,6,32.7,3,1,0,2,13.94,87.66,noop
34,6,57.3,3,1,0,2,14.24,88.73,noop
35,6,42.6,3,1,0,2,14.04,89.0,noop
36,6,72.3,3,1,0,2,14.03,87.99,noop
37,6,49.8,3,1,0,2,14.03,88.16,noop
38,6,51.6,3,1,0,2,14.52,87.81,noop
39,6,47.5,3,1,0,2,13.92,87.6,noop
40,6,36.6,3,1,0,2,14.44,83.23,noop
41,6,36.9,3,1,0,2,14.03,90.77,noop
42,6,60.7,3,1,0,2,14.9,79.95,noop
43,6,54.0,3,1,0,2,14.42,83.2,noop
44,6,53.2,3,1,0,2,14.62,81.11,noop
45,6,56.2,3,1,0,2,14.87,79.38,noop
46,6,57.0,3,1,0,2,14.26,86.87,noop
47,6,63.4,3,1,0,2,14.28,82.71,noop
48,6,60.9,3,1,0,2,14.12,99.84,noop
49,6,39.8,3,1,0,2,14.51,82.33,noop
50,6,62.6,3,1,0,2,14.46,81.77,noop
51,6,47.5,3,1,0,2,14.39,83.33,noop
52,6,53.0,3,1,0,2,14.64,81.94,noop
53,6,57.4,3,1,0,2,14.58,81.42,noop
54,6,45.9,3,1,0,2,14.41,84.47,noop
55,6,37.0,3,1,0,2,14.27,88.33,noop
56,6,64.9,3,1,0,2,14.21,82.04,noop
57,6,65.4,3,1,0,2,14.39,83.55,noop
58,6,55.2,3,1,0,2,14.13,83.1,noop
59,6,56.2,3,1,0,2,14.09,84.94,noop
60,6,36.3,3,1,0,2,14.29,83.13,noop
61,6,55.2,3,1,0,2,13.94,88.61,noop
62,6,67.4,3,1,0,2,14.11,86.84,noop
63,6,74.3,3,1,0,2,13.76,87.42,noop
64,6,53.4,3,1,0,2,13.97,87.3,noop
65,6,65.4,3,1,0,2,14.01,85.77,noop
66,6,58.6,3,1,0,2,14.43,91.63,noop
67,6,41.9,3,1,0,2,13.99,88.53,4_LITE
68,6,60.8,3,2,0,1,15.2,82.0,4_OFFLOAD
69,6,76.3,3,1,0,2,14.4,83.14,noop
70,6,36.7,3,1,0,2,14.35,86.15,noop
71,6,74.9,3,1,0,2,14.35,88.42,noop
72,6,52.2,3,1,0,2,14.3,82.42,noop
73,6,57.1,3,1,0,2,14.56,95.2,noop
74,6,73.2,3,1,0,2,14.2,84.75,noop
75,6,59.9,3,1,0,2,14.08,85.97,noop
76,6,48.2,3,1,0,2,13.85,87.12,noop
77,6,62.0,3,1,0,2,14.87,83.53,noop
78,6,64.5,3,1,0,2,14.48,81.89,noop
79,6,48.1,3,1,0,2,14.37,89.4,noop
80,6,57.8,3,1,0,2,14.48,81.97,noop
81,6,45.4,3,1,0,2,14.37,87.37,noop
82,6,41.0,3,1,0,2,14.48,83.95,noop
83,6,53.7,3,1,0,2,14.08,83.41,noop
84,6,26.6,3,1,0,2,14.22,85.06,noop
85,6,62.6,3,1,0,2,14.17,82.47,noop
86,6,58.5,3,1,0,2,14.37,83.94,noop
87,6,59.2,3,1,0,2,14.0,91.35,noop
