step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,3,29.8,3,0,0,0,15.85,250.96,noop
1,3,82.8,3,0,0,0,16.33,67.34,2_LITE
2,3,18.6,2,1,0,0,16.8,107.95,1_OFFLOAD
3,3,41.4,1,1,0,1,19.34,76.37,noop
4,3,58.0,1,1,0,1,19.79,60.77,noop
5,3,70.9,1,1,0,1,19.92,59.82,noop
6,3,60.6,1,1,0,1,20.01,60.27,noop
7,3,76.7,1,1,0,1,19.88,59.7,noop
8,3,51.3,1,1,0,1,20.04,58.15,noop
9,3,62.2,1,1,0,1,19.86,62.89,1_LITE
10,4,45.7,2,2,0,0,16.23,109.31,1_OFFLOAD
11,4,64.1,2,1,0,1,17.68,74.07,noop
12,4,53.5,2,1,0,1,17.13,76.27,noop
13,4,45.8,2,1,0,1,17.86,64.62,noop
14,4,74.6,2,1,0,1,18.31,64.55,noop
15,4,70.9,2,1,0,1,18.45,64.26,noop
16,4,63.1,2,1,0,1,17.92,66.72,noop
17,4,63.1,2,1,0,1,17.91,67.28,noop
18,4,59.3,2,1,0,1,17.96,64.84,noop
19,4,59.2,2,1,0,1,18.64,65.27,noop
20,5,59.4,3,1,0,1,15.24,87.55,noop
21,5,69.4,3,1,0,1,15.18,80.28,4_OFFLOAD
22,5,76.5,2,1,0,2,16.32,86.71,noop
23,5,41.0,2,1,0,2,16.76,75.03,noop
24,5,53.3,2,1,0,2,16.44,73.09,noop
25,5,42.5,2,1,0,2,16.87,70.73,noop
26,5,74.6,2,1,0,2,16.48,73.95,noop
27,5,67.2,2,1,0,2,16.21,74.35,noop
28,5,86.5,2,1,0,2,16.69,74.6,noop
29,5,35.8,2,1,0,2,16.42,73.46,noop
30,6,63.6,3,1,0,2,14.4,89.64,noop
31,6,64.6,3,1,0,2,14.74,82.4,noop
32,6,53.7,3,1,0,2,15.02,80.96,noop
33,6,64.2,3,1,0,2,15.01,85.47,noop
34,6,44.0,3,1,0,2,14.53,89.26,noop
35,6,73.8,3,1,0,2,15.63,76.09,noop
36,6,29.9,3,1,0,2,15.22,78.04,noop
37,6,52.4,3,1,0,2,15.56,79.26,noop
38,6,55.0,3,1,0,2,15.33,77.5,noop
39,6,42.9,3,1,0,2,15.17,85.53,noop
40,7,38.1,4,1,0,2,12.37,162.72,noop
41,7,33.7,4,1,0,2,12.53,110.11,noop
42,7,52.0,4,1,0,2,12.17,111.23,noop
43,7,51.3,4,1,0,2,11.64,113.63,noop
44,7,35.9,4,1,0,2,12.72,111.7,noop
45,7,68.2,4,1,0,2,11.37,117.83,noop
46,7,98.7,4,1,0,2,13.11,108.0,noop
47,7,66.1,4,1,0,2,13.8,87.56,noop
48,7,34.0,4,1,0,2,13.29,99.8,noop
49,7,37.7,4,1,0,2,12.71,100.5,noop
50,7,48.6,4,1,0,2,12.15,113.12,noop
51,7,53.1,4,1,0,2,12.57,102.42,noop
52,7,52.0,4,1,0,2,12.76,105.78,noop
53,7,31.4,4,1,0,2,12.12,107.25,noop
54,7,13.4,4,1,0,2,13.19,100.4,noop
55,7,34.0,4,1,0,2,12.05,109.92,noop
56,7,34.9,4,1,0,2,12.11,113.42,noop
57,7,45.8,4,1,0,2,13.19,95.16,noop
58,7,72.7,4,1,0,2,12.44,117.34,noop
