step,n_active,gpu_util,n_full,n_lite,n_skip,n_offload,avg_fps,avg_lat_ms,action
0,3,42.0,3,0,0,0,16.04,252.98,noop
1,3,46.9,3,0,0,0,18.35,66.93,noop
2,3,59.9,3,0,0,0,18.92,59.35,noop
3,3,51.4,3,0,0,0,18.98,60.36,noop
4,3,40.4,3,0,0,0,18.86,61.23,noop
5,3,75.2,3,0,0,0,18.22,60.33,noop
6,3,37.8,3,0,0,0,19.01,59.86,noop
7,3,69.5,3,0,0,0,18.57,59.68,noop
8,3,90.8,3,0,0,0,18.56,59.35,0_LITE
9,3,29.3,2,1,0,0,16.21,112.87,noop
10,6,77.0,5,1,0,0,10.86,230.96,2_LITE
11,6,34.8,4,2,0,0,9.45,199.57,2_OFFLOAD
12,6,33.2,4,1,0,1,11.85,107.21,2_SKIP
13,6,35.2,4,1,1,0,11.42,113.28,noop
14,6,56.1,4,1,1,0,11.42,116.03,noop
15,6,79.2,4,1,1,0,11.76,112.93,noop
16,6,58.4,4,1,1,0,11.43,108.38,noop
17,6,28.6,4,1,1,0,11.78,110.61,2_OFFLOAD
18,6,49.2,4,1,0,1,13.0,96.84,2_SKIP
19,6,40.8,4,1,1,0,11.05,148.67,4_LITE
20,6,50.0,3,2,1,0,11.4,131.89,1_LITE
21,6,44.5,2,3,1,0,11.37,185.29,4_OFFLOAD
22,6,57.1,2,2,1,1,12.82,104.87,noop
23,6,38.9,2,2,1,1,13.27,99.51,noop
24,6,57.9,2,2,1,1,13.48,102.57,noop
25,6,64.3,2,2,1,1,12.78,105.21,noop
26,6,11.2,2,2,1,1,12.84,102.71,noop
27,6,64.8,2,2,1,1,13.02,99.75,noop
28,6,25.1,2,2,1,1,13.11,97.96,2_OFFLOAD
29,6,45.4,2,2,0,2,15.06,87.25,2_LITE
30,3,41.4,0,3,0,0,22.98,64.14,0_FULL
31,3,55.9,1,2,0,0,19.81,66.71,1_FULL
32,3,64.6,2,1,0,0,20.2,58.57,noop
33,3,31.0,2,1,0,0,21.07,53.36,2_FULL
34,3,60.8,3,0,0,0,18.87,60.19,noop
35,3,60.0,3,0,0,0,19.1,58.25,noop
36,3,61.2,3,0,0,0,18.92,61.03,noop
37,3,34.6,3,0,0,0,18.92,61.32,noop
38,3,73.2,3,0,0,0,18.13,65.58,noop
39,3,56.0,3,0,0,0,18.81,60.47,noop
40,3,45.3,3,0,0,0,18.73,59.78,noop
41,3,27.2,3,0,0,0,19.05,58.37,noop
42,3,86.9,3,0,0,0,18.76,59.63,noop
43,3,45.3,3,0,0,0,19.05,59.08,noop
44,3,53.3,3,0,0,0,18.5,59.66,noop
45,3,69.3,3,0,0,0,18.49,59.67,noop
46,3,75.8,3,0,0,0,18.72,59.04,noop
47,3,76.8,3,0,0,0,18.74,59.92,noop
48,3,51.2,3,0,0,0,18.66,60.22,noop
49,3,36.3,3,0,0,0,18.75,58.99,noop
50,6,34.6,6,0,0,0,10.12,202.19,2_LITE
51,6,30.6,5,1,0,0,11.01,126.39,1_LITE
52,6,84.3,4,2,0,0,12.93,102.49,noop
53,6,14.7,4,2,0,0,13.22,99.38,noop
54,6,52.0,4,2,0,0,12.88,102.83,noop
55,6,82.4,4,2,0,0,13.79,91.83,noop
56,6,13.8,4,2,0,0,12.85,97.98,1_FULL
57,6,29.9,5,1,0,0,10.75,126.58,2_FULL
58,6,74.5,6,0,0,0,10.73,124.79,noop
59,6,58.2,6,0,0,0,10.73,126.75,noop
60,6,55.6,6,0,0,0,11.24,107.06,noop
61,6,63.5,6,0,0,0,10.92,123.7,noop
62,6,65.9,6,0,0,0,11.14,123.25,noop
63,6,41.3,6,0,0,0,11.05,110.32,noop
64,6,31.4,6,0,0,0,11.35,111.19,noop
65,6,51.3,6,0,0,0,11.1,106.9,noop
66,6,69.9,6,0,0,0,11.43,105.2,noop
67,6,34.5,6,0,0,0,11.11,119.32,noop
68,6,70.6,6,0,0,0,10.9,109.48,noop
69,6,48.4,6,0,0,0,11.21,103.86,noop
70,3,52.5,3,0,0,0,18.81,94.16,noop
71,3,82.6,3,0,0,0,18.87,58.98,noop
72,3,46.2,3,0,0,0,18.58,60.16,noop
73,3,51.3,3,0,0,0,18.55,59.75,noop
74,3,31.6,3,0,0,0,18.92,59.38,noop
75,3,67.5,3,0,0,0,18.7,60.75,noop
76,3,58.6,3,0,0,0,18.41,61.92,noop
77,3,54.9,3,0,0,0,18.82,59.95,noop
78,3,38.0,3,0,0,0,18.78,60.03,noop
79,3,63.4,3,0,0,0,18.84,59.47,noop
80,3,73.7,3,0,0,0,18.63,60.6,noop
81,3,66.3,3,0,0,0,18.8,60.27,noop
82,3,57.1,3,0,0,0,19.07,59.08,noop
83,3,54.2,3,0,0,0,18.81,59.79,noop
84,3,54.4,3,0,0,0,19.07,58.64,noop
85,3,45.7,3,0,0,0,18.24,61.79,noop
86,3,61.3,3,0,0,0,19.09,58.08,noop
87,3,43.5,3,0,0,0,18.51,59.83,noop
88,3,58.0,3,0,0,0,18.72,61.22,noop
89,3,67.8,3,0,0,0,18.81,59.9,noop
90,7,46.3,7,0,0,0,9.38,221.09,2_LITE
91,7,65.1,6,1,0,0,9.19,167.87,5_LITE
92,7,49.8,5,2,0,0,10.4,148.55,5_OFFLOAD
93,7,91.6,5,1,0,1,9.68,165.36,3_LITE
94,7,54.6,4,2,0,1,11.82,114.52,noop
95,7,46.9,4,2,0,1,12.04,110.31,noop
96,7,37.4,4,2,0,1,12.63,108.71,noop
97,7,87.9,4,2,0,1,13.19,94.1,noop
98,7,17.7,4,2,0,1,13.02,102.87,5_LITE
99,7,44.9,4,3,0,0,12.14,113.33,2_FULL
100,7,39.1,5,2,0,0,10.88,147.09,1_LITE
101,7,39.9,4,3,0,0,11.94,124.03,1_OFFLOAD
102,7,63.1,4,2,0,1,12.73,111.9,noop
103,7,59.8,4,2,0,1,12.63,113.4,noop
104,7,41.6,4,2,0,1,12.29,99.6,noop
105,7,57.8,4,2,0,1,12.25,106.38,noop
106,7,36.4,4,2,0,1,12.25,125.85,6_LITE
107,7,46.2,3,3,0,1,13.56,107.58,noop
108,7,55.6,3,3,0,1,13.98,92.74,noop
109,3,41.9,2,0,0,1,19.81,79.4,noop
110,3,75.5,2,0,0,1,20.29,58.08,noop
111,3,50.0,2,0,0,1,19.73,60.2,1_LITE
112,3,54.9,2,1,0,0,20.39,58.38,1_FULL
113,3,57.7,3,0,0,0,18.64,60.21,noop
114,3,52.9,3,0,0,0,18.89,58.97,noop
115,3,53.6,3,0,0,0,18.68,60.53,noop
116,3,66.6,3,0,0,0,18.47,60.07,noop
117,3,58.0,3,0,0,0,17.78,71.53,noop
118,3,59.8,3,0,0,0,18.48,60.0,noop
